IDENTIFIED UPVN 8
IDENTIFIED UVNI 213 / Alpha v1.0.15
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 6 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 9 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 9 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 35 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 7 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 7 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 35 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 8 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 35 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 6 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 36 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 5 bytes
SERVERBOUND --> 15 "Player Block Placement" / 3 bytes
SERVERBOUND --> 15 "Player Block Placement" / 53 bytes
CLIENTBOUND <-- 17 "Add To Inventory" / 6 bytes
SERVERBOUND --> 18 "Arm Animation" / 40 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
CLIENTBOUND <-- 53 "Block Change" / 12 bytes
CLIENTBOUND <-- 53 "Block Change" / 12 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 16 "Holding Change" / 1 bytes
SERVERBOUND --> 16 "Holding Change" / 41 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 5 bytes
SERVERBOUND --> 16 "Holding Change" / 3 bytes
SERVERBOUND --> 16 "Holding Change" / 41 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 36 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 36 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 14 "Player Digging" / 2 bytes
SERVERBOUND --> 14 "Player Digging" / 46 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 5 bytes
SERVERBOUND --> 14 "Player Digging" / 3 bytes
SERVERBOUND --> 14 "Player Digging" / 46 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 9 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 8 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 6 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 5 bytes
SERVERBOUND --> 18 "Arm Animation" / 3 bytes
SERVERBOUND --> 18 "Arm Animation" / 28 bytes
SERVERBOUND --> 14 "Player Digging" / 22 bytes
SERVERBOUND --> 14 "Player Digging" / 10 bytes
SERVERBOUND --> 14 "Player Digging" / 46 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 14 "Player Digging" / 1 bytes
SERVERBOUND --> 14 "Player Digging" / 46 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 5 bytes
SERVERBOUND --> 14 "Player Digging" / 3 bytes
SERVERBOUND --> 14 "Player Digging" / 46 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 12 bytes
SERVERBOUND --> 14 "Player Digging" / 2 bytes
SERVERBOUND --> 14 "Player Digging" / 46 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 7 bytes
SERVERBOUND --> 12 "Player Look" / 31 bytes
SERVERBOUND --> 14 "Player Digging" / 21 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
CLIENTBOUND <-- 53 "Block Change" / 12 bytes
SERVERBOUND --> 12 "Player Look" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 9 bytes
SERVERBOUND --> 12 "Player Look" / 11 bytes
SERVERBOUND --> 18 "Arm Animation" / 1 bytes
SERVERBOUND --> 18 "Arm Animation" / 30 bytes
SERVERBOUND --> 14 "Player Digging" / 24 bytes
SERVERBOUND --> 14 "Player Digging" / 12 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
CLIENTBOUND <-- 53 "Block Change" / 12 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 14 "Player Digging" / 2 bytes
SERVERBOUND --> 14 "Player Digging" / 46 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 36 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 36 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 7 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 35 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 7 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 7 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 8 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 35 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 35 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 7 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 8 bytes
SERVERBOUND --> 12 "Player Look" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 25 bytes
SERVERBOUND --> 15 "Player Block Placement" / 15 bytes
CLIENTBOUND <-- 17 "Add To Inventory" / 6 bytes
SERVERBOUND --> 18 "Arm Animation" / 2 bytes
SERVERBOUND --> 18 "Arm Animation" / 40 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
CLIENTBOUND <-- 53 "Block Change" / 12 bytes
CLIENTBOUND <-- 53 "Block Change" / 12 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 16 "Holding Change" / 2 bytes
SERVERBOUND --> 16 "Holding Change" / 41 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 5 bytes
SERVERBOUND --> 16 "Holding Change" / 3 bytes
SERVERBOUND --> 16 "Holding Change" / 41 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 36 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 36 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 36 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 7 bytes
SERVERBOUND --> 14 "Player Digging" / 5 bytes
SERVERBOUND --> 14 "Player Digging" / 46 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 11 bytes
SERVERBOUND --> 14 "Player Digging" / 1 bytes
SERVERBOUND --> 14 "Player Digging" / 46 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 6 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 9 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 8 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 6 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 7 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 35 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 8 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 43 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 9 bytes
